document_id;word_id;word;sentence;Sin�nimos
6;440;prioritario;María Luisa Carcedo ha considerado “prioritario” que los Estados miembros pongan los datos clínicos al servicio de pacientes y profesionales sanitarios para la correcta y segura atención de los pacientes en cualquier lugar de la UE;básico, fundamental, esencial
6;441;considerado;María Luisa Carcedo ha considerado “prioritario” que los Estados miembros pongan los datos clínicos al servicio de pacientes y profesionales sanitarios para la correcta y segura atención de los pacientes en cualquier lugar de la UE;valorado
6;443;mandato;“Debemos cumplir el mandato de intercambio de información clínica de la Directiva 2011/24/UE sobre los derechos de los pacientes en la asistencia sanitaria transfronteriza;orden, decisión
6;444;Connecting;España está trabajando en este objetivo en el marco de la iniciativa Connecting Europe Facility”, ha señalado la ministra;uniendo, comunicando
6;445;Facility;España está trabajando en este objetivo en el marco de la iniciativa Connecting Europe Facility”, ha señalado la ministra;de forma sencilla
6;447;secundario;“Debemos buscar el mayor rendimiento secundario posible a los datos para investigar cómo mejorar la salud de las personas y los sistemas sanitarios;complementario
6;448;sinergias;Los Estados deben conseguir sinergias en la explotación eficiente, segura y ética”.;colaboración
6;449;explotación;Los Estados deben conseguir sinergias en la explotación eficiente, segura y ética”.;uso
6;450;ética;Los Estados deben conseguir sinergias en la explotación eficiente, segura y ética”.;moral, correcta, justo, honrada
6;451;medicamentos;Política farmacéutica: mejoras en el acceso a los medicamentos;medicinas, fármacos
6;452;presidido;El Consejo de Ministros de Sanidad europeo, presidido por la ministra finlandesa, Krista Kiuru, ha planteado debate sobre la política farmacéutica europea y cómo trabajar para fortalecer la cooperación y coordinación para mejorar el acceso a los medicamentos.;dirigido, liderado, encabezado
6;453;fortalecer;El Consejo de Ministros de Sanidad europeo, presidido por la ministra finlandesa, Krista Kiuru, ha planteado debate sobre la política farmacéutica europea y cómo trabajar para fortalecer la cooperación y coordinación para mejorar el acceso a los medicamentos.;reforzar
6;454;cooperación;El Consejo de Ministros de Sanidad europeo, presidido por la ministra finlandesa, Krista Kiuru, ha planteado debate sobre la política farmacéutica europea y cómo trabajar para fortalecer la cooperación y coordinación para mejorar el acceso a los medicamentos.;colaboración
6;455;coordinación;El Consejo de Ministros de Sanidad europeo, presidido por la ministra finlandesa, Krista Kiuru, ha planteado debate sobre la política farmacéutica europea y cómo trabajar para fortalecer la cooperación y coordinación para mejorar el acceso a los medicamentos.;organización
6;456;causas;En este punto, la ministra de Sanidad, Consumo y Bienestar Social ha considerado “prioritario” realizar un estudio de las causas a nivel europeo, o incluso mundial, para encontrar soluciones efectivas y actuar de manera proactiva;motivos, razones, porqués
6;457;mundial;En este punto, la ministra de Sanidad, Consumo y Bienestar Social ha considerado “prioritario” realizar un estudio de las causas a nivel europeo, o incluso mundial, para encontrar soluciones efectivas y actuar de manera proactiva;global, universal
6;458;efectivas;En este punto, la ministra de Sanidad, Consumo y Bienestar Social ha considerado “prioritario” realizar un estudio de las causas a nivel europeo, o incluso mundial, para encontrar soluciones efectivas y actuar de manera proactiva;útiles, prácticas
6;459;actuar;En este punto, la ministra de Sanidad, Consumo y Bienestar Social ha considerado “prioritario” realizar un estudio de las causas a nivel europeo, o incluso mundial, para encontrar soluciones efectivas y actuar de manera proactiva;trabajar, proceder
6;460;proactiva;En este punto, la ministra de Sanidad, Consumo y Bienestar Social ha considerado “prioritario” realizar un estudio de las causas a nivel europeo, o incluso mundial, para encontrar soluciones efectivas y actuar de manera proactiva;eficiente, eficaz
6;462;abastecimiento;Carcedo ha recordado a los 28 Estados miembros que España, a través de la Agencia Española del Medicamento y Productos Sanitarios (AEMPS), ha aprobado un Plan nacional de garantías de abastecimiento de medicamentos.;provisión, dotación
6;463;procedimiento;Además, este pasado viernes, el Consejo de Ministros ha aprobado un Real Decreto que mejora el procedimiento de autorización, registro y dispensación de medicamentos de uso humano de fabricación industrial;modo, forma, manera, proceso
6;464;autorización;Además, este pasado viernes, el Consejo de Ministros ha aprobado un Real Decreto que mejora el procedimiento de autorización, registro y dispensación de medicamentos de uso humano de fabricación industrial;permiso, consentimiento, licencia
6;465;dispensación;Además, este pasado viernes, el Consejo de Ministros ha aprobado un Real Decreto que mejora el procedimiento de autorización, registro y dispensación de medicamentos de uso humano de fabricación industrial;concesión, distribución
6;467;mercado;Entre otras medidas, mejora el control de la puesta efectiva de los medicamentos en el mercado, su notificación en caso de desabastecimiento y las medidas de seguridad para evitar la entrada de medicamentos falsificados.;comercio
6;468;notificación;Entre otras medidas, mejora el control de la puesta efectiva de los medicamentos en el mercado, su notificación en caso de desabastecimiento y las medidas de seguridad para evitar la entrada de medicamentos falsificados.;aviso, comunicado, comunicación
6;469;desabastecimiento;Entre otras medidas, mejora el control de la puesta efectiva de los medicamentos en el mercado, su notificación en caso de desabastecimiento y las medidas de seguridad para evitar la entrada de medicamentos falsificados.;falta de provisiones
7;225;políticas;Carcedo ha destacado que la actividad del Real Patronato sobre Discapacidad es fruto de la colaboración entre los diferentes actores que intervienen en las políticas a favor de las personas con discapacidad (entidades públicas, sociales y privadas);estrategias
7;470;proclama;Carcedo asegura que el Gobierno trabaja para que “la igualdad que proclama la Constitución no sea meramente formal, sino real”;anuncia, pregona, nombra
7;471;meramente;Carcedo asegura que el Gobierno trabaja para que “la igualdad que proclama la Constitución no sea meramente formal, sino real”;simplemente, solo, únicamente
7;471;meramente;Carcedo ha asegurado que el Gobierno ha trabajado en una serie de reformas cuyo objetivo es que “la igualdad que proclama la Constitución no sea meramente formal, sino también real”, tal y como marcan la Convención de Derechos de las Personas con Discapacidad y la Agenda 2030;solo
7;472;otorgado;La ministra de Sanidad, Consumo y Bienestar Social en funciones, María Luisa Carcedo, ha recibido esta tarde como presidenta del Real Patronato sobre Discapacidad, el Premio Cermi 2019, en categoría institucional, otorgado a este organismo;concedido
7;473;agradecido;La ministra ha agradecido el reconocimiento, cuya entrega coincide con la conmemoración del Día Internacional de las Personas con Discapacidad, y ha destacado el trabajo del Real Patronato de Discapacidad, “apoyado siempre por la Casa Real”;dado las gracias
7;474;reconocimiento;La ministra ha agradecido el reconocimiento, cuya entrega coincide con la conmemoración del Día Internacional de las Personas con Discapacidad, y ha destacado el trabajo del Real Patronato de Discapacidad, “apoyado siempre por la Casa Real”;premio
7;475;conmemoración;La ministra ha agradecido el reconocimiento, cuya entrega coincide con la conmemoración del Día Internacional de las Personas con Discapacidad, y ha destacado el trabajo del Real Patronato de Discapacidad, “apoyado siempre por la Casa Real”;celebración
7;476;actividad;Carcedo ha destacado que la actividad del Real Patronato sobre Discapacidad es fruto de la colaboración entre los diferentes actores que intervienen en las políticas a favor de las personas con discapacidad (entidades públicas, sociales y privadas);trabajo, labor
7;476;actividad;"Por otra parte, ha agradecido la actividad de los Centros Asesores del Real Patronato, como el Centro Español de Documentación sobre Discapacidad, que mantiene del mayor fondo bibliográfico sobre discapacidad en lengua española; el Centro Español del Subtitulado y la Audiodescripción (CESyA), el Centro de Normalización Lingüística de la Lengua de Signos Española (CNLSE) y el Observatorio Estatal sobre Discapacidad.";labor, trabajo
7;477;es fruto;Carcedo ha destacado que la actividad del Real Patronato sobre Discapacidad es fruto de la colaboración entre los diferentes actores que intervienen en las políticas a favor de las personas con discapacidad (entidades públicas, sociales y privadas);es resultado
7;478;colaboración;Carcedo ha destacado que la actividad del Real Patronato sobre Discapacidad es fruto de la colaboración entre los diferentes actores que intervienen en las políticas a favor de las personas con discapacidad (entidades públicas, sociales y privadas);cooperación
7;479;actores;Carcedo ha destacado que la actividad del Real Patronato sobre Discapacidad es fruto de la colaboración entre los diferentes actores que intervienen en las políticas a favor de las personas con discapacidad (entidades públicas, sociales y privadas);agentes, personas
7;480;intervienen;Carcedo ha destacado que la actividad del Real Patronato sobre Discapacidad es fruto de la colaboración entre los diferentes actores que intervienen en las políticas a favor de las personas con discapacidad (entidades públicas, sociales y privadas);participan
7;482;hecho balance;La ministra ha hecho balance de los logros conseguidos a lo largo de este año por el Real Patronato;valorado
7;483;logros;La ministra ha hecho balance de los logros conseguidos a lo largo de este año por el Real Patronato;avances, éxitos, frutos, resultados
7;484;diseñado;Según ha destacado, se ha diseñado el Primer Plan Estratégico de este organismo “con el objetivo de trabajar plurianualmente con metas y estrategias más claras”;dibujado, trazado
7;485;organismo;Según ha destacado, se ha diseñado el Primer Plan Estratégico de este organismo “con el objetivo de trabajar plurianualmente con metas y estrategias más claras”;entidad
7;486;plurianualmente;Según ha destacado, se ha diseñado el Primer Plan Estratégico de este organismo “con el objetivo de trabajar plurianualmente con metas y estrategias más claras”;varios años
7;487;metas;Según ha destacado, se ha diseñado el Primer Plan Estratégico de este organismo “con el objetivo de trabajar plurianualmente con metas y estrategias más claras”;objetivos, fines
7;488;estrategias;Según ha destacado, se ha diseñado el Primer Plan Estratégico de este organismo “con el objetivo de trabajar plurianualmente con metas y estrategias más claras”;tácticas
7;489;becas;También se ha puesto en marcha la primera convocatoria de las becas Reina Letizia para la inclusión de jóvenes con discapacidad en el ámbito universitario.;subvenciones, ayudas
7;490;inclusión;También se ha puesto en marcha la primera convocatoria de las becas Reina Letizia para la inclusión de jóvenes con discapacidad en el ámbito universitario.;participación, integración
7;490;inclusión;El compromiso, ha insistido, es conseguir no solo no discriminar, sino lograr la plena inclusión de las personas con discapacidad.;participación
7;491;ámbito universitario;También se ha puesto en marcha la primera convocatoria de las becas Reina Letizia para la inclusión de jóvenes con discapacidad en el ámbito universitario.;universidad
7;493;fondo;"Por otra parte, ha agradecido la actividad de los Centros Asesores del Real Patronato, como el Centro Español de Documentación sobre Discapacidad, que mantiene del mayor fondo bibliográfico sobre discapacidad en lengua española; el Centro Español del Subtitulado y la Audiodescripción (CESyA), el Centro de Normalización Lingüística de la Lengua de Signos Española (CNLSE) y el Observatorio Estatal sobre Discapacidad.";recurso
7;494;bibliográfico;"Por otra parte, ha agradecido la actividad de los Centros Asesores del Real Patronato, como el Centro Español de Documentación sobre Discapacidad, que mantiene del mayor fondo bibliográfico sobre discapacidad en lengua española; el Centro Español del Subtitulado y la Audiodescripción (CESyA), el Centro de Normalización Lingüística de la Lengua de Signos Española (CNLSE) y el Observatorio Estatal sobre Discapacidad.";de documentación, de información escrita
7;495;reformas;Carcedo ha asegurado que el Gobierno ha trabajado en una serie de reformas cuyo objetivo es que “la igualdad que proclama la Constitución no sea meramente formal, sino también real”, tal y como marcan la Convención de Derechos de las Personas con Discapacidad y la Agenda 2030;cambios, modificaciones, mejoras
7;495;reformas;No obstante, Carcedo ha reconocido que “quedan todavía por aprobar las reformas de la legislación civil y procesal en materia de discapacidad que pretende que las personas con discapacidad conserven, con carácter general, su capacidad de tomar decisiones por sí mismas, con los apoyos puntuales que requieran”.;cambios
7;497;objetivo;Carcedo ha asegurado que el Gobierno ha trabajado en una serie de reformas cuyo objetivo es que “la igualdad que proclama la Constitución no sea meramente formal, sino también real”, tal y como marcan la Convención de Derechos de las Personas con Discapacidad y la Agenda 2030;fin, finalidad, intención, propósito
7;498;marcan;Carcedo ha asegurado que el Gobierno ha trabajado en una serie de reformas cuyo objetivo es que “la igualdad que proclama la Constitución no sea meramente formal, sino también real”, tal y como marcan la Convención de Derechos de las Personas con Discapacidad y la Agenda 2030;establecen
7;499;compromiso;El compromiso, ha insistido, es conseguir no solo no discriminar, sino lograr la plena inclusión de las personas con discapacidad.;acuerdo, trato, pacto
7;500;discriminar;El compromiso, ha insistido, es conseguir no solo no discriminar, sino lograr la plena inclusión de las personas con discapacidad.;marginar, excluir, segregar
7;502;reforma;La ministra ha hecho balance del último año recordando que la reforma de la legislación electoral llevada a cabo el pasado mes de marzo ha permitido que por primera vez en la historia de España, más de 100.000 personas con discapacidad intelectual que tenían restringido su derecho al voto, hayan podido ejercerlo.;cambio, modificación, transformación
7;503;legislación;La ministra ha hecho balance del último año recordando que la reforma de la legislación electoral llevada a cabo el pasado mes de marzo ha permitido que por primera vez en la historia de España, más de 100.000 personas con discapacidad intelectual que tenían restringido su derecho al voto, hayan podido ejercerlo.;normativa, ley
7;504;restringido;La ministra ha hecho balance del último año recordando que la reforma de la legislación electoral llevada a cabo el pasado mes de marzo ha permitido que por primera vez en la historia de España, más de 100.000 personas con discapacidad intelectual que tenían restringido su derecho al voto, hayan podido ejercerlo.;anulado, limitado
7;505;legislatura;“En esta última legislatura, se ha promovido también la reforma de la Constitución, cuyo artículo 49 sigue refiriéndose a las personas con discapacidad como disminuidos”, ha destacado;tiempo de gobierno
7;506;promovido;“En esta última legislatura, se ha promovido también la reforma de la Constitución, cuyo artículo 49 sigue refiriéndose a las personas con discapacidad como disminuidos”, ha destacado;impulsado, fomentado, favorecido
7;507;refiriéndose;“En esta última legislatura, se ha promovido también la reforma de la Constitución, cuyo artículo 49 sigue refiriéndose a las personas con discapacidad como disminuidos”, ha destacado;aludiendo, hablando, mencionando
7;508;obvio;“Es obvio que esa redacción ha quedado obsoleta y ha de ser modificada”.;evidente
7;509;redacción;“Es obvio que esa redacción ha quedado obsoleta y ha de ser modificada”.;escrito
7;510;obsoleta;“Es obvio que esa redacción ha quedado obsoleta y ha de ser modificada”.;anticuado, viejo
7;511;modificada;“Es obvio que esa redacción ha quedado obsoleta y ha de ser modificada”.;actualizado, cambiado
7;512;consolidar;La ministra ha destacado también el trabajo realizado para consolidar el Sistema para la Autonomía y Atención a la Dependencia;afianzar, asentar, asegurar, fortalecer
7;513;innovación;En este sentido, ha destacado que se ha trabajado para aumentar la visibilidad de los centros dedicados a la innovación tecnológica para avanzar en la plena accesibilidad, como es el Ceapat;avance, cambio, mejora
7;514;reforzar;También se pretende reforzar la Oadis, que estudia las consultas o quejas presentadas por las personas con discapacidad.;fortalecer
7;515;No obstante;No obstante, Carcedo ha reconocido que “quedan todavía por aprobar las reformas de la legislación civil y procesal en materia de discapacidad que pretende que las personas con discapacidad conserven, con carácter general, su capacidad de tomar decisiones por sí mismas, con los apoyos puntuales que requieran”.;sin embargo
7;517;requieran;No obstante, Carcedo ha reconocido que “quedan todavía por aprobar las reformas de la legislación civil y procesal en materia de discapacidad que pretende que las personas con discapacidad conserven, con carácter general, su capacidad de tomar decisiones por sí mismas, con los apoyos puntuales que requieran”.;necesiten
7;518;materia;No obstante, Carcedo ha reconocido que “quedan todavía por aprobar las reformas de la legislación civil y procesal en materia de discapacidad que pretende que las personas con discapacidad conserven, con carácter general, su capacidad de tomar decisiones por sí mismas, con los apoyos puntuales que requieran”.;temas, asuntos
7;519;desafíos;Entre los desafíos, ha destacado el hecho de que la discapacidad continúa siendo un factor de exclusión social;retos
7;520;exclusión;Entre los desafíos, ha destacado el hecho de que la discapacidad continúa siendo un factor de exclusión social;rechazo, marginación
7;521;obstáculos;Según ha explicado, esta situación no solo se explica por la presencia de una discapacidad sino por los obstáculos que estas personas padecen en el acceso al empleo de calidad, la integración en el uso de la vivienda, los recursos sanitarios o las relaciones sociales.;dificultades, problemas, impedimentos, trabas
7;522;padecen;Según ha explicado, esta situación no solo se explica por la presencia de una discapacidad sino por los obstáculos que estas personas padecen en el acceso al empleo de calidad, la integración en el uso de la vivienda, los recursos sanitarios o las relaciones sociales.;soportan, sufren
7;523;vulnerables;En particular, ha insistido, el Real Patronato se fija en aquellas personas a las que su discapacidad les supone otro motivo más de exclusión, como las niñas y niños menores de 16 años que tienen algún tipo de discapacidad, que son especialmente vulnerables en las aulas y se exponen al riesgo de que se les expulse del ámbito educativo;indefensos, débiles
7;524;aulas;En particular, ha insistido, el Real Patronato se fija en aquellas personas a las que su discapacidad les supone otro motivo más de exclusión, como las niñas y niños menores de 16 años que tienen algún tipo de discapacidad, que son especialmente vulnerables en las aulas y se exponen al riesgo de que se les expulse del ámbito educativo;clases
7;525;exponen;En particular, ha insistido, el Real Patronato se fija en aquellas personas a las que su discapacidad les supone otro motivo más de exclusión, como las niñas y niños menores de 16 años que tienen algún tipo de discapacidad, que son especialmente vulnerables en las aulas y se exponen al riesgo de que se les expulse del ámbito educativo;arriesgan
7;526;expulse;En particular, ha insistido, el Real Patronato se fija en aquellas personas a las que su discapacidad les supone otro motivo más de exclusión, como las niñas y niños menores de 16 años que tienen algún tipo de discapacidad, que son especialmente vulnerables en las aulas y se exponen al riesgo de que se les expulse del ámbito educativo;eche
7;527;ámbito educativo;En particular, ha insistido, el Real Patronato se fija en aquellas personas a las que su discapacidad les supone otro motivo más de exclusión, como las niñas y niños menores de 16 años que tienen algún tipo de discapacidad, que son especialmente vulnerables en las aulas y se exponen al riesgo de que se les expulse del ámbito educativo;escuela, colegio
7;528;Finalmente;Finalmente, la ministra ha destacado que también se está vigilante con el incremento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental;para terminar
7;529;vigilante;Finalmente, la ministra ha destacado que también se está vigilante con el incremento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental;atento
7;530;incremento;Finalmente, la ministra ha destacado que también se está vigilante con el incremento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental;aumento
7;531;adolescentes;Finalmente, la ministra ha destacado que también se está vigilante con el incremento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental;jóvenes
7;532;intensificará;Carcedo ha asegurado que se intensificará, como ya se ha hecho este año a través del IRPF, los recursos disponibles para evaluar la situación y diseñar acciones que aborden sus necesidades.;aumentará
7;534;Símbolo;Cocemfe presenta en el Imserso el Símbolo Internacional de la Discapacidad Orgánica;distintivo, icono, marca, signo
8;216;intervención;Continuando con su intervención, Martínez Domene ha afirmado que el Imserso lleva trabajando desde el 2009 para adaptar la Clasificación Internacional del Funcionamiento, de la Discapacidad y de la Salud (CIF) a las recomendaciones de la OMS con el tema de la discapacidad;discurso
8;265;promover;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la sede central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.;fomentar, impulsar, favorecer
8;362;procesamiento;En este sentido seis Comunidades Autónomas y las ciudades de Ceuta y Melilla están trabajando con un sistema de baremación con el procesamiento de datos para ver si el baremo se adapta a la realidad.;manipulación, tratamiento
8;409;éxito;La presidenta de «di_mad», Soledad Hernández de la Rosa, ha destacado que “el éxito de un símbolo es que te puedas identificar con él, y en este caso el diseñador ha acertado plenamente;triunfo, victoria
8;418;destacado;En este sentido ha destacado que el símbolo hay que publicitarlo y darle una gran visibilidad.;recalcado, insistido
8;418;destacado;La presidenta de «di_mad», Soledad Hernández de la Rosa, ha destacado que “el éxito de un símbolo es que te puedas identificar con él, y en este caso el diseñador ha acertado plenamente;resaltado, señalado, puesto énfasis, enfatizado, insistido
8;474;reconocimiento;El presidente de Cocemfe, Anxo Queiruga, ha explicado que “este símbolo responde a la invisibilidad, la incomprensión y la falta de reconocimiento a las que tienen que hacer frente las personas con discapacidad orgánica en su día a día;comprensión
8;535;sede;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la sede central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.;oficina
8;537;concienciación;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la sede central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.;conocimiento, entendimiento
8;538;avanzar;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la sede central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.;progresar, mejorar, prosperar, evolucionar
8;539;ejercicio;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la sede central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.;práctica
8;540;invisible;El Símbolo Internacional de la Discapacidad Orgánica (DisOrganic) es una solución que consigue representar lo invisible al permitir, de una forma sencilla y clara, comprender que la discapacidad orgánica tiene su origen en una alteración producida en el interior del cuerpo humano.;que no se ve, oculto
8;540;invisible;Es una persona que abre los brazos para ser acogida o para acoger, con una parte central que es como si no hubiera nada y, eso es precisamente una de las partes más importantes del «briefing»: es una discapacidad invisible”.;imperceptible, que no se ve
8;541;comprender;El Símbolo Internacional de la Discapacidad Orgánica (DisOrganic) es una solución que consigue representar lo invisible al permitir, de una forma sencilla y clara, comprender que la discapacidad orgánica tiene su origen en una alteración producida en el interior del cuerpo humano.;entender
8;542;origen;El Símbolo Internacional de la Discapacidad Orgánica (DisOrganic) es una solución que consigue representar lo invisible al permitir, de una forma sencilla y clara, comprender que la discapacidad orgánica tiene su origen en una alteración producida en el interior del cuerpo humano.;causa, inicio, comienzo
8;543;alteración;El Símbolo Internacional de la Discapacidad Orgánica (DisOrganic) es una solución que consigue representar lo invisible al permitir, de una forma sencilla y clara, comprender que la discapacidad orgánica tiene su origen en una alteración producida en el interior del cuerpo humano.;cambio, modificación, alteración
8;544;producida;El Símbolo Internacional de la Discapacidad Orgánica (DisOrganic) es una solución que consigue representar lo invisible al permitir, de una forma sencilla y clara, comprender que la discapacidad orgánica tiene su origen en una alteración producida en el interior del cuerpo humano.;provocada
8;544;producida;La discapacidad orgánica es aquella producida por la pérdida de funcionalidad de algunos sistemas corporales, que suelen relacionarse con los órganos internos o procesos fisiológicos, ya sean de forma congénita o adquirida.;cuasada, provocada
8;545;interior;El Símbolo Internacional de la Discapacidad Orgánica (DisOrganic) es una solución que consigue representar lo invisible al permitir, de una forma sencilla y clara, comprender que la discapacidad orgánica tiene su origen en una alteración producida en el interior del cuerpo humano.;dentro
8;546;simultáneamente;Creado por Rafa Garcés, este símbolo ha sido impulsado por Cocemfe y sus entidades y presentado hoy simultáneamente en 41 actos de presentación repartidos por todo el país;a la vez
8;547;presentación;Creado por Rafa Garcés, este símbolo ha sido impulsado por Cocemfe y sus entidades y presentado hoy simultáneamente en 41 actos de presentación repartidos por todo el país;inauguración
8;548;repartidos;Creado por Rafa Garcés, este símbolo ha sido impulsado por Cocemfe y sus entidades y presentado hoy simultáneamente en 41 actos de presentación repartidos por todo el país;distribuidos
8;549;acto;"En Madrid, el acto se ha celebrado en la sede del Imserso y ha contado con la participación del director general del Imserso, Manuel Martínez Domene; el presidente de Cocemfe, Anxo Queiruga; el vicepresidente de la entidad, Daniel Gallego; la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech; la presidenta de la Asociación de Diseñadores de Madrid (di_mad), Soledad Hernández de la Rosa, y Esther Reina, persona con discapacidad orgánica.";evento
8;551;publicitarlo;En este sentido ha destacado que el símbolo hay que publicitarlo y darle una gran visibilidad.;promocionarlo, hacer propaganda
8;553;afirmado;Continuando con su intervención, Martínez Domene ha afirmado que el Imserso lleva trabajando desde el 2009 para adaptar la Clasificación Internacional del Funcionamiento, de la Discapacidad y de la Salud (CIF) a las recomendaciones de la OMS con el tema de la discapacidad;asegurado
8;554;recomendaciones;Continuando con su intervención, Martínez Domene ha afirmado que el Imserso lleva trabajando desde el 2009 para adaptar la Clasificación Internacional del Funcionamiento, de la Discapacidad y de la Salud (CIF) a las recomendaciones de la OMS con el tema de la discapacidad;consejos, sugerencias
8;555;baremación;En este sentido seis Comunidades Autónomas y las ciudades de Ceuta y Melilla están trabajando con un sistema de baremación con el procesamiento de datos para ver si el baremo se adapta a la realidad.;tablas, escalas, valoración
8;556;datos;En este sentido seis Comunidades Autónomas y las ciudades de Ceuta y Melilla están trabajando con un sistema de baremación con el procesamiento de datos para ver si el baremo se adapta a la realidad.;información
8;558;adapta;En este sentido seis Comunidades Autónomas y las ciudades de Ceuta y Melilla están trabajando con un sistema de baremación con el procesamiento de datos para ver si el baremo se adapta a la realidad.;acomoda, ajusta
8;559;quincena;Martínez Domene ha adelantado que en la primera quincena de abril estará hecho todo el proceso de baremación para que antes del verano esté listo.;15 días
8;560;Socializar;Socializar la discapacidad orgánica;dar a conocer
8;562;concienciar;Con él, buscamos socializar la discapacidad orgánica, concienciar a la población sobre su existencia y promover la inclusión y el empoderamiento de las personas con este tipo de discapacidad”.;hacer consciente
8;563;existencia;Con él, buscamos socializar la discapacidad orgánica, concienciar a la población sobre su existencia y promover la inclusión y el empoderamiento de las personas con este tipo de discapacidad”.;realidad
8;564;empoderamiento;Con él, buscamos socializar la discapacidad orgánica, concienciar a la población sobre su existencia y promover la inclusión y el empoderamiento de las personas con este tipo de discapacidad”.;dar poder
8;565;argumentado;En este sentido, el vicepresidente de Cocemfe, Daniel Gallego, ha argumentado que esta invisibilidad se debe a que se trata de un tipo de discapacidad que “a simple vista no se detecta”, lo cual provoca que sea “olvidada por las políticas públicas y los medios de comunicación y desconocida por la población en general”.;explicado
8;566;detecta;En este sentido, el vicepresidente de Cocemfe, Daniel Gallego, ha argumentado que esta invisibilidad se debe a que se trata de un tipo de discapacidad que “a simple vista no se detecta”, lo cual provoca que sea “olvidada por las políticas públicas y los medios de comunicación y desconocida por la población en general”.;ve
8;567;mostrar;“El símbolo consigue mostrar algo invisible y muy diverso al mismo tiempo”, ha afirmado la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech, destacando que “transmite la esencia de una discapacidad orgánica, que son alteraciones que se originan en el interior del cuerpo humano”;enseñar, evidenciar
8;568;diverso;“El símbolo consigue mostrar algo invisible y muy diverso al mismo tiempo”, ha afirmado la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech, destacando que “transmite la esencia de una discapacidad orgánica, que son alteraciones que se originan en el interior del cuerpo humano”;variado
8;569;transmite;“El símbolo consigue mostrar algo invisible y muy diverso al mismo tiempo”, ha afirmado la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech, destacando que “transmite la esencia de una discapacidad orgánica, que son alteraciones que se originan en el interior del cuerpo humano”;deja ver
8;570;esencia;“El símbolo consigue mostrar algo invisible y muy diverso al mismo tiempo”, ha afirmado la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech, destacando que “transmite la esencia de una discapacidad orgánica, que son alteraciones que se originan en el interior del cuerpo humano”;naturaleza
8;571;alteraciones;“El símbolo consigue mostrar algo invisible y muy diverso al mismo tiempo”, ha afirmado la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech, destacando que “transmite la esencia de una discapacidad orgánica, que son alteraciones que se originan en el interior del cuerpo humano”;cambios, variaciones, modificaciones
8;572;originan;“El símbolo consigue mostrar algo invisible y muy diverso al mismo tiempo”, ha afirmado la secretaria de Relación con Entidades Estatales de Cocemfe, Eva Pérez Bech, destacando que “transmite la esencia de una discapacidad orgánica, que son alteraciones que se originan en el interior del cuerpo humano”;producen, nacen
8;573;agregado;"Además, ha agregado que “el símbolo muestra el objetivo final que queremos conseguir, que es la inclusión y participación, ya que se encuentra en una actitud activa y positiva; y al no ser corpulenta y recurrir a formas curvas es una figura andrógina que representa cualquier género”.";añadido
